budget,Genre Code,Genre_Name,Popularity,Production Company,Production Country,release_date,revenue,runtime,title,vote_average,vote_count
0,,,1.3,,,1/1/2008,0,102,102 Minutes That Changed America,7,12
0,,,0.01,,,10/14/2006,0,70,WCanada Sykes: Sick and Tired,0,0
0,,,1.47,,,3/1/1982,0,83,Sorceress,4.6,9
0,,,1.7,,,10/28/2008,0,97,New Town Killers,5.9,12
0,,,1.28,,,9/18/2008,0,103,The Tender Hook,4,1
0,,,0.13,,,9/21/2012,0,93,Mushrooming,5.3,3
0,,,0,,,,0,85,Dance of Outlaws,0,0
0,,,8.24,,,4/24/2013,0,131,Mood Indigo,6,199
18000000,,,5.23,,,9/25/2013,7972967,93,Metalli: Through the Never,6.7,86
0,,,1,,,3/17/2002,0,235,The Century of the Self,8.3,27
0,,,8.26,,,6/2/1983,0,88,Conquest,5.2,10
0,,,10.82,,,7/12/2013,0,98,Crystal Fairy & the Magil ctus,5.8,65
0,,,0.77,,,9/26/2013,0,0,De Nieuwe Wildernis,7.7,13
0,,,0.16,,,10/9/2012,0,78,First Cousin Once Removed,2.5,2
0,,,0.94,,,10/15/2010,0,85,Machete Maidens Unleashed!,6.9,18
0,,,0.08,,,5/10/1987,0,91,A Gathering of Old Men,7,1
5000000,,,1.94,,,12/20/2012,0,107,I Will Follow You Into the Dark,4.4,23
0,,,0.18,,,1/19/1945,0,63,Adventures of Kitty O'Day,2,2
0,,,0.59,,,10/15/1948,0,90,An Innocent Affair,0,0
0,,,0.94,,,3/7/2013,0,93,Ferocious,5.7,6
0,,,1.47,,,6/8/2012,0,120,Shanghai,7.2,14
0,,,3.86,,,4/24/2009,0,90,Paintball,3.7,32
0,,,0.27,,,9/17/2010,0,0,Lincz,6.4,5
0,,,0.09,,,12/30/2009,0,90,Tsunami: ught on mera,5.3,2
0,,,2.06,,,9/9/2012,0,106,The Rise,6.6,36
0,,,0.04,,,1/18/1978,0,129,The Circus Tent,5,1
0,,,0.47,,,3/8/1997,0,92,Men Seeking Women,4.2,5
0,,,2.2,,,6/28/1991,14225876,104,Snners II: The New Order,4.6,22
0,,,1.61,,,1/31/1992,0,101,Snners III: The Takeover,3.9,16
0,,,0.37,,,1/14/2011,0,138,Once Upon a Warrior,5.5,2
0,,,0.02,,,5/30/1952,0,62,Apache Country,0,0
0,,,0.5,,,1/13/2006,0,97,Every Other Week,4.5,3
0,,,14.01,,,8/28/2013,19613,85,Bad Milo,5.8,97
0,,,0.08,,,10/12/2011,0,0,America The Beautiful 2: The Thin Commandments,6.5,2
0,,,0.13,,,7/18/1972,0,95,Follow Me!,6,1
0,,,0.09,,,1/1/1981,0,17,Orderly or Disorderly,4.5,2
0,,,1.24,,,12/15/2006,0,104,Kabul Express,5.8,6
0,,,6.76,,,1/23/2013,0,127,Miracle in Cell No. 7,8,94
7100000,,,2.78,,,2/7/2013,18000000,144,Special 26,6.9,43
0,,,2.06,,,6/13/2008,0,121,Jolene,6.2,32
0,,,1.39,,,6/13/2012,0,90,Twice Upon a Time,6.2,9
30000000,,,8.86,,,9/24/2013,62616646,91,Runner Runner,5.5,547
0,,,0.2,,,7/7/1999,0,0,La Dilettante,4.7,5
4300000,,,4.94,,,10/9/2013,10165694,179,Blue Is the Warmest Color,7.2,1114
0,,,2.56,,,3/29/2013,0,111,Temptation: Confessions of a Marriage Counselor,6.6,43
0,,,1.13,,,4/29/2012,0,100,Future Weather,6.3,7
0,,,2.49,,,9/2/2012,85154,122,Something in the Air,5.8,29
0,,,0.47,,,6/24/1959,0,111,Shake Hands with the Devil,7.6,5
0,,,1.71,,,5/10/2013,0,94,I Declare War,6.1,28
0,,,2.36,,,5/19/2013,0,90,The German Doctor,6.6,38
0,,,0.03,,,3/14/2013,0,100,"Puerta de Hierro, el exilio de Perón",0,0
0,,,1.22,,,10/8/1969,0,92,The Monitors,4,1
0,,,0.31,,,3/1/2013,0,104,This Is Our Time,5.5,2
5000000,,,15.77,,,10/4/2013,0,97,Curse of Chucky,5.6,417
0,,,0.24,,,8/22/2000,0,73,Prison of the Dead,1.7,3
0,,,0,,,1/1/1988,0,90,Rabid Grannies,4.2,13
0,,,1.66,,,10/4/2013,0,97,Muhammad Ali's Greatest Fight,5.9,10
0,,,1.06,,,7/1/1950,0,102,711 Ocean Drive,6.1,8
0,,,0.37,,,4/2/2011,0,85,A daver Christmas,6.1,8
3000000,,,5.25,,,4/19/1984,0,89,Angel,5.9,17
0,,,0.4,,,4/24/2005,0,82,Favela Rising,4.7,3
0,,,1.01,,,1/23/2013,0,0,Mariage à Mendoza,5,6
0,,,0,,,9/26/1980,0,122,Germany Pale Mother,7.8,4
10000000,,,6.72,,,10/2/2013,653651,94,Parkland,5.8,128
0,,,2.11,,,4/12/2012,0,105,Imagine,7.3,11
0,,,2.82,,,1/19/2013,0,88,Inequality for All,7.6,45
0,,,0,,,11/13/1970,0,100,Narrien Illat,0,0
0,,,0.96,,,7/10/2010,0,114,Sword of Desperation,7,12
0,,,0.27,,,2/1/2013,0,0,The Mooring,4.8,6
0,,,0.07,,,4/1/1968,0,81,Bride of the Earth,5,1
0,,,1.25,,,1/1/1987,0,86,A Tale from the Past,8,1
0,,,0.38,,,6/19/1964,0,93,Men and Women,5,1
0,,,0.29,,,4/9/1966,0,83,Jesse James Meets Frankenstein's Daughter,4.7,6
1052753,,,2.93,,,5/23/2013,466088,120,On the Job,6.2,32
0,,,0.11,,,1/1/2009,0,80,Resurrecting the Street Walker,4,3
3250000,,,1.14,,,4/16/2010,0,88,Adventures of a Teenage Dragonslayer,4.1,5
0,,,0.74,,,10/6/2007,0,91,Alice Upside Down,6.1,11
2500000,,,4.04,,,1/1/1972,0,101,Alice's Adventures in Wonderland,5.6,16
78000000,,,14.41,,,9/26/2013,248384621,95,Cloudy with a Chance of Meatballs 2,6.4,936
1100000,,,2.48,,,9/5/2013,0,102,Extraction,5.5,13
0,,,0.16,,,1/26/2011,0,120,Microphone,8.5,2
8510000,,,3.82,,,11/30/2012,0,149,Talaash,6.7,58
0,,,0.01,,,1/1/1971,0,70,Blood Shack,1.8,6
0,,,3.35,,,1/12/2011,0,102,Nobody Else But You,5.9,28
0,,,0.99,,,3/29/1985,0,96,Almost You,5.5,2
3000000,,,2.31,,,11/10/2005,0,97,Dirty,5.1,34
0,,,0.4,,,3/12/2011,0,90,The Dish & the Spoon,5.9,10
0,,,0.39,,,7/21/2013,0,41,Kumail Nanjiani: Beta Male,6.1,5
0,,,0.13,,,3/21/1962,0,100,The Christian Revolt,5,1
0,,,0.73,,,5/19/2008,0,89,The Devil's Ground,4.3,4
55000000,,,13.78,,,10/10/2013,95000000,134,ptain Phillips,7.6,2495
0,,,0,,,1/1/1999,0,55,Television Under The Swastika,0,0
0,,,6.29,,,12/27/1978,0,150,Les Misérables,6.1,11
0,,,7.11,,,7/6/2013,0,107,After the Dark,6.2,283
0,,,0.78,,,5/24/2013,0,119,It's Me It's Me,5.9,5
0,,,0,,,10/30/1979,0,52,Year Zero: The Silent Death of Combodia,7.5,1
0,,,0.08,,,1/1/2004,0,56,Stealing a Nation,10,1
0,,,3,,,2/12/2012,0,104,The Wall,6.7,43
0,,,0.89,,,11/22/1972,0,97,They Only Kill Their Masters,0,0
0,,,1.23,,,1/19/2013,0,89,Valentine Road,6.8,11
0,,,4.6,,,11/17/1998,0,73,An All Dogs Christmas rol,5.2,20
0,,,0.13,,,10/6/2010,0,89,Another Harvest Moon,6,1
0,,,0.19,,,2/24/2012,0,84,Fanatics,5.9,4
0,,,5.42,,,11/5/2010,0,102,Beneath the Dark,5,16
0,,,2.11,,,7/14/2012,0,85,An American Girl: McKenna Shoots for the Stars,6.7,12
0,,,0.9,,,11/5/1955,0,115,Sincerely Yours,5,1
0,,,0.87,,,2/10/2009,0,0,Are You Sred 2,2.7,5
0,,,1.02,,,5/18/1954,0,79,Attila,5.5,4
0,,,1.28,,,10/5/2007,16136,98,Look,5.9,9
0,,,0.95,,,4/9/2006,0,92,Avenger,4.8,6
0,,,2.44,,,10/29/2011,0,90,Zombie Apolypse,3.7,33
0,,,1.33,,,10/2/1987,0,93,Zombie High,3.8,6
0,,,0.74,,,1/24/1991,0,84,Voodoo Dawn,2.3,3
12000000,,,9.25,,,9/12/2013,15008161,107,Machete Kills,5.3,642
0,,,0.04,,,9/11/2011,0,80,I am Fishead,4,1
5000000,,,14.97,,,9/23/2013,9114264,97,Filth,6.8,628
0,,,0.04,,,10/1/1965,0,93,Onnenpeli,6,1
0,,,4.49,,,9/12/2013,1162635,118,Romeo & Juliet,6.6,175
15000000,,,0.76,,,10/2/2008,3250000,150,Drona,2.6,5
0,,,0.8,,,12/17/1943,0,63,lling Dr. Death,7.7,6
0,,,2.28,,,10/3/2013,0,100,Sunshine on Leith,6.6,46
0,,,1.12,,,1/1/2006,0,98,Wild Seven,3.8,6
0,,,0.58,,,6/1/1945,0,61,The Frozen Ghost,6.7,8
0,,,0.19,,,12/7/1992,0,92,Four Eyes and Six-Guns,0,0
8500000,,,5.59,,,9/27/2013,22456509,96,Baggage Claim,5.6,87
0,,,2.02,,,10/11/2013,0,86,Zero Charisma,6.1,18
0,,,0.25,,,5/23/2008,0,112,Parking,7.7,6
100000,,,8.33,,,5/19/2012,95000,86,Stitches,5.5,94
50000000,,,14.19,,,10/9/2013,122915111,115,Espe Plan,6.7,1688
0,,,0.51,,,3/2/1944,0,64,Weird Woman,6.5,8
0,,,0.71,,,12/19/1991,0,109,Dances with Dragon,6.5,1
0,,,2.16,,,10/22/2006,0,88,Unrest,5.3,45
0,,,4.65,,,9/17/2012,11384015,95,Haute Cuisine,6.1,87
0,,,2.53,,,5/31/2013,0,108,Brazilian Western,6.1,41
80000,,,0.15,,,7/19/2012,0,85,How to Meet Girls from a Distance,4.3,4
0,,,8.87,,,5/14/2010,21520719,100,Just Wright,6,102
0,,,1.39,,,11/25/2011,6086224,123,My Grandfather's People,8.1,7
0,,,1.93,,,2/22/1967,0,120,The Thief of Paris,6.4,14
0,,,0.39,,,1/26/2001,0,102,Family Secrets,4.5,1
30000000,,,18.4,,,10/16/2013,82394288,100,rrie,5.8,1505
0,,,1.29,,,8/21/1968,0,130,The Legend of Lylah Clare,7.3,4
28000000,,,10.85,,,10/11/2013,8555008,128,The Fifth Estate,5.7,368
0,,,0.08,,,10/21/2013,0,90,Life According to Sam,6.5,2
0,,,1.22,,,3/8/2013,0,84,Unhung Hero,5.5,25
0,,,1.11,,,5/28/1945,0,92,A Place of One's Own,4.3,7
3400000,,,1.03,,,3/17/2011,0,99,Superclásico,6.3,13
25000000,,,14.72,,,10/25/2013,71009334,117,The Counselor,5,724
0,,,0.41,,,1/1/1992,0,81,The Bikini rwash Company,4.5,2
0,,,0.79,,,1/3/1984,0,79,Bloodsuckers from Outer Space,4.8,7
0,,,1.62,,,11/2/1976,0,84,Bloodsucking Freaks,4.9,31
0,,,0.17,,,1/29/2010,0,100,Cinema Komunisto,5,1
0,,,0.25,,,5/26/1993,0,83,One Nation Under God,0,0
0,,,8.53,,,5/16/2013,455815,122,The Congress,6.4,165
0,,,0.41,,,9/1/1958,0,73,Earth vs. the Spider,4.7,15
0,,,0.42,,,2/18/2010,0,5,A Trip to Mars,7,4
0,,,3.32,,,2/14/2013,7965,100,One Small Hitch,6.5,45
0,,,1.35,,,4/1/1943,0,67,A Stranger in Town,7,2
0,,,1.72,,,6/12/1997,0,105,Another 9 1/2 Weeks,4.4,13
0,,,0,,,3/14/1941,0,73,Back in the Saddle,0,0
0,,,10.07,,,12/13/2013,0,77,The Unbelievers,6.7,55
650,,,4.32,,,10/11/2013,0,90,Espe from Tomorrow,4.8,88
0,,,1.47,,,8/8/1965,0,93,Frankenstein Conquers the World,5.8,9
0,,,0.45,,,6/4/2009,0,90,Episode 3: Enjoy Poverty,4.2,5
8300000,,,2.07,,,11/3/2000,0,105,Godzilla vs. Megaguirus,5.6,24
760000,,,2.3,,,3/17/1973,0,78,Godzilla vs. Megalon,5.6,26
0,,,0.99,,,9/14/2010,0,96,Undocumented,6.6,10
0,,,1.13,,,1/1/2001,0,100,Back To The Secret Garden,5.8,13
0,,,0.84,,,5/30/1955,0,82,Cult of the Cobra,5.9,7
0,,,0.12,,,1/13/1953,0,90,Jealousy,8,1
0,,,1.12,,,12/14/1996,0,104,Rebirth of Mothra,6,7
0,,,0.81,,,5/2/1991,0,89,Bloodsucking Pharaohs in Pittsburgh,4.3,5
0,,,0.91,,,5/25/2012,0,90,Bloody Bloody Bible mp,5.3,10
0,,,0.46,,,5/11/1987,0,90,Bloody New Year,6.5,2
0,,,7.6,,,4/4/2014,200406,93,The Double,6.5,344
10300000,,,1.73,,,12/10/1994,0,108,Godzilla vs. SpaceGodzilla,5.6,28
0,,,3.93,,,4/23/2013,0,90,Deep Dark nyon,5,16
20000000,,,30.32,,,10/18/2013,187000000,134,12 Years a Slave,7.9,3787
0,,,0.01,,,3/2/2013,0,0,Only Daughter,0,0
0,,,0.16,,,10/21/2011,0,96,The Trouble with the Truth,6.3,4
0,,,5.75,,,10/11/2013,0,97,The Right Kind of Wrong,6,99
1104000,,,3.47,,,3/8/2013,0,116,Child's Pose,6.6,30
0,,,0.24,,,11/13/2013,0,107,The Enemy Within,6,2
1030064,,,7.08,,,10/4/2013,0,104,Kill Your Darlings,7.1,455
0,,,0,,,9/5/1981,0,90,The Killing of America,7.7,12
0,,,0.62,,,12/8/2005,0,90,Being Cyrus,5.7,9
0,,,0.8,,,9/9/2007,0,81,Buddha Collapsed Out of Shame,7.3,7
0,,,0.24,,,4/6/2011,0,75,Debtocracy,5.9,6
1203000,,,0.72,,,4/1/2011,0,108,August,6,4
0,,,0.16,,,1/1/2011,0,106,Mía,7.7,3
0,,,0,,,1/1/1956,0,87,Silja - nuorena nukkunut,0,0
0,,,0.01,,,12/10/2004,0,80,Watermarks,0,0
1650000,,,2.06,,,10/18/2013,0,99,Heart of a Lion,6.4,29
0,,,0.05,,,10/31/2009,0,0,Rosas Höllenfahrt,0,0
0,,,0.4,,,1/1/2009,0,75,Kimjongilia,5.5,4
0,,,5.51,,,1/3/2008,0,85,Backwoods,3.5,12
0,,,0.75,,,9/2/2008,0,85,Bait Shop,4.5,4
0,,,0.69,,,1/12/2012,0,84,Barrio Tales,4.2,5
0,,,2.19,,,10/23/2012,0,90,The Day of the Crows,6.7,25
0,,,0.57,,,8/1/1970,0,84,Space Amoeba,5,2
0,,,0.77,,,12/7/1962,0,70,Varan the Unbelievable,4.3,6
0,,,1.64,,,4/23/2013,0,79,Bridegroom,7.5,38
5000000,,,1.66,,,7/29/2002,0,93,29 Palms,5.6,10
0,,,0.1,,,8/1/1989,0,80,Alien Space Avenger,1.5,2
0,,,0.91,,,10/6/2003,0,120,Miracle Run,7.1,14
0,,,0.27,,,10/25/2013,0,98,Spinning Plates,5.6,5
9000000,,,12.75,,,10/18/2013,6108720,106,All Is Lost,6.6,679
0,,,0.21,,,12/14/1945,0,66,Pillow of Death,6.5,6
0,,,0.89,,,12/13/1997,0,97,Rebirth of Mothra II,5.7,7
0,,,1.08,,,12/12/1998,0,99,Rebirth of Mothra III,6.1,5
0,,,4.47,,,9/7/2012,0,101,Arthur Newman,5.6,63
0,,,0.37,,,5/29/1999,0,113,Inherit the Wind,7.1,8
0,,,2.52,,,7/22/2010,0,109,A Little Help,5.3,24
0,,,0.6,,,6/15/1966,0,106,Assault on a Queen,4.3,6
0,,,2.95,,,11/22/1985,2685453,98,Bad Medicine,4.5,10
0,,,0.47,,,1/1/1995,0,0,Running Wild,10,1
0,,,0.94,,,1/1/1991,0,90,The Borrower,4.3,10
0,,,0.3,,,12/28/1994,0,95,Boulevard,3.7,3
0,,,0.04,,,3/14/2010,0,94,Man On a Mission: Richard Garriott's Road to the Stars,5,1
0,,,0.58,,,11/17/2011,0,90,The Substance: Albert Hofmann's LSD,6.6,8
0,,,4.28,,,11/15/1999,0,67,Bartok the Magnificent,5.8,52
110000000,,,12.5,,,10/23/2013,125537191,114,Ender's Game,6.6,2354
0,,,0.43,,,10/30/1963,0,86,Maniac,6.4,5
0,,,0.23,,,1/1/1994,0,132,Breaking Point,0,0
0,,,6.57,,,2/12/2013,0,7,The Blue Umbrella,7.8,183
0,,,0.49,,,5/28/2010,0,102,Hello! How Are You?,7,3
0,,,0.96,,,7/17/2013,0,90,TWA Flight 800,5.3,3
0,,,0.51,,,10/15/2013,0,22,Toy Story of Terror!,7.3,246
0,,,0.33,,,2/22/1935,0,82,Folies Bergère de Paris,5,1
0,,,0.92,,,9/6/1946,0,91,The Thrill of Brazil,7,2
0,,,9.11,,,8/11/2013,24084,98,The Last Days on Mars,5.2,304
0,,,1.29,,,5/4/1982,0,94,The Espe Artist,5.3,6
0,,,0.26,,,1/28/1985,0,96,Four Days in July,6.5,2
0,,,0.13,,,8/17/2012,0,78,Death By China,4.5,2
0,,,1.96,,,10/9/2013,0,111,The Verdict,6.2,15
0,,,0.38,,,11/12/1998,0,90,Wind with the Gone,5.8,4
0,,,1.73,,,6/6/2007,0,109,Conversations with My Gardener,6.4,24
15000000,,,8,,,10/22/2013,151831537,92,Bad Grandpa,6,688
0,,,2.34,,,3/20/2008,0,161,Race,5.8,32
0,,,7.83,,,4/22/2012,0,90,Freaky Deaky,4.9,19
170000000,,,34.91,,,10/29/2013,644571402,112,Thor: The Dark World,6.8,4873
0,,,0.15,,,7/1/1976,0,90,The Great Texas Dynamite Chase,5.8,4
0,,,0.43,,,1/1/1970,0,94,Fragment of Fear,4.9,5
0,,,0.01,,,10/6/2011,0,180,Shock and Awe: The Story of Electricity,0,0
0,,,5.56,,,9/10/2008,0,107,Tortured,5.3,19
0,,,0.04,,,7/29/2008,0,96,Disfigured,4,1
0,,,1.89,,,12/13/2003,0,91,Godzilla: Tokyo S.O.S.,5.9,20
5000000,,,14.79,,,9/7/2013,55198285,117,Dallas Buyers Club,7.9,2973
0,,,7.61,,,11/7/2012,0,89,Gambit,5.1,224
0,,,3.29,,,9/12/2012,0,131,Masquerade,7.4,35
0,,,0.46,,,10/7/2013,0,90,Marc Maron: Thinky Pain,7.8,11
75000,,,0.16,,,1/1/2008,0,84,Such Hawks Such Hounds,6.8,3
0,,,1.73,,,2/24/2011,0,113,Lessons of a Dream,7,23
0,,,0.74,,,12/9/2009,0,90,Clash,4.9,8
1000000,,,4.48,,,8/31/2010,0,89,Beatdown,5.3,10
0,,,9.66,,,4/3/2011,0,97,You May Not Kiss the Bride,5.6,60
0,,,0.01,,,,0,90,Bad Chicken,0,0
0,,,5.92,,,5/16/2013,0,91,The Selfish Giant,7.2,83
0,,,5.2,,,1/7/2008,0,93,Changing Sides,5.3,110
0,,,1.02,,,8/3/2012,0,129,London: The Modern Babylon,7.2,5
0,,,0.78,,,11/21/1990,0,94,The Discreet,5.5,6
2000000,,,1.88,,,11/9/2012,0,97,Bekas,6.6,20
0,,,6.3,,,10/4/2013,154120,133,A Touch of Sin,7.3,83
0,,,3.29,,,8/10/2012,0,90,More Than Honey,6.9,35
0,,,1.17,,,11/8/1996,0,96,The Man Who ptured Eichmann,4.3,4
0,,,0.64,,,6/1/1994,0,142,Les patriotes,6.4,6
0,,,0.34,,,1/1/2011,0,0,Looking for Lenny,4,1
0,,,0.17,,,3/30/2024,0,127,Beau Brummel,8.5,2
0,,,0.18,,,2/9/1954,1300000,91,Red Garters,0,0
0,,,0.01,,,6/22/2006,0,118,Les Formidables,0,0
0,,,14.21,,,9/10/2013,0,101,How I Live Now,6.4,270
0,,,4.81,,,9/7/2012,0,103,Girl Most Likely,5.7,103
4000000,,,10.05,,,11/29/2013,0,97,Hours,6.3,272
0,,,0.43,,,5/3/2013,0,80,Free the Mind,6.2,3
103000,,,5.19,,,9/5/2012,3623330,104,Pieta,6.9,92
0,,,0.16,,,2/23/2013,0,90,Stuck,5.5,3
1500000,,,2.29,,,9/23/2012,0,102,Errors of the Human Body,5.6,24
0,,,1.08,,,1/9/2006,0,93,Root of All Evil?,7.7,21
0,,,1.37,,,8/20/2010,0,111,What if...,6.2,19
0,,,2.61,,,11/1/2013,0,79,Aziz Ansari: Buried Alive,7.4,47
0,,,1.23,,,3/20/2012,0,61,Aziz Ansari: Dangerously Delicious,7.4,26
0,,,0.01,,,1/19/2006,0,82,24 Hours On Craigslist,0,0
0,,,1.02,,,9/20/2011,0,112,Clandestine Childhood,6.4,10
0,,,0.45,,,12/22/2010,0,,Libre échange,4,2
0,,,0.08,,,8/3/2012,0,82,Free Radils: A History of Experimental Film,8,2
0,,,0,,,5/5/1950,0,90,The Reformer and the Redhead,0,0
0,,,6.81,,,11/30/2012,258656,128,Great Expectations,6.3,101
0,,,1.22,,,6/21/2013,0,93,Somm,7.1,27
0,,,1.42,,,11/2/2012,0,81,Amber Alert,5,27
55000000,,,7.71,,,10/30/2013,110000000,91,Free Birds,5.7,259
8500000,,,1.19,,,11/2/2002,0,88,Godzilla Against MechaGodzilla,6.8,30
0,,,2.68,,,7/26/1969,0,89,Latitude Zero,4.3,4
0,,,0.05,,,8/17/1990,0,85,Little Ninjas,4,1
0,,,5.38,,,8/11/2010,0,93,Boy Wonder,6.4,58
0,,,0.89,,,4/12/1998,0,95,The Day Lincoln Was Shot,6,1
0,,,0.56,,,10/5/2004,0,109,Beautiful Dreamer: Brian Wilson and the Story of Smile,7.3,3
0,,,0.93,,,10/1/1952,0,103,Beuse You're Mine,6,1
0,,,0.39,,,12/10/2010,0,89,Bed & Breakfast,3.4,7
0,,,0.09,,,10/1/1994,0,95,The Crew,4,1
0,,,0.11,,,9/25/1991,0,74,Breathing Fire,6.6,6
9000000,,,0.81,,,8/5/2005,0,93,Bailey's Billion$,4,5
0,,,0.46,,,8/5/1964,0,91,The stle of the Living Dead,6.5,3
0,,,0.54,,,9/16/1956,0,93,The Sword and the Dragon,5.3,6
0,,,0.95,,,10/15/1959,0,90,The Day the Earth Froze,2,2
8000000,,,1.75,,,12/24/2003,0,135,Silmido,6.6,28
0,,,0.38,,,9/7/2004,0,92,Snowball Effect: The Story of Clerks,8.9,8
0,,,5.01,,,5/16/2007,0,113,In Tranzit,6.2,16
0,,,1.36,,,7/19/2001,0,91,The Breed,4,12
0,,,0.21,,,1/1/2011,0,100,Beautiful Wave,3.8,3
0,,,0.18,,,2/1/2013,0,96,Things We Do for Love,5,1
28000000,,,9.16,,,10/31/2013,134402450,105,Last Vegas,6.4,813
0,,,2.16,,,9/27/2013,0,111,Muscle Shoals,7.2,26
0,,,2.87,,,4/25/2013,116000000,131,So Young,6.1,48
0,,,0.35,,,8/29/1957,0,91,The Third Sex,5.5,2
4500000,,,0.27,,,11/7/2013,0,83,The Starving Games,4.1,219
0,,,0.26,,,3/31/1976,0,111,W.C. Fields and Me,8,1
0,,,0.31,,,6/25/2002,0,90,Outside the Law,3.1,6
0,,,0.48,,,9/1/1958,0,77,Apache Territory,4.7,3
0,,,0,,,,0,90,Holes in My Shoes,0,0
0,,,0.13,,,12/1/2012,0,87,Apartment 4E,7,1
0,,,0.2,,,3/20/1974,0,90,The Super Cops,6.2,7
0,,,4.6,,,8/27/2011,0,96,Panic Button,5.2,57
0,,,7.61,,,10/9/2012,0,105,Painless,6.1,58
0,,,0.95,,,2/18/1983,11787127,102,The Lords of Discipline,6.5,10
0,,,0.69,,,7/26/1976,0,92,Won Ton Ton: the Dog Who Saved Hollywood,3.3,3
0,,,1.05,,,1/1/1998,0,91,The Fairy King Of Ar,5,2
0,,,0.6,,,9/12/1995,0,83,A Bucket of Blood,4.3,3
0,,,0.31,,,12/8/1998,0,68,Buttcrack,3.4,5
0,,,0.09,,,2/13/2010,0,87,rd Subject To Change,4.3,2
0,,,0.22,,,5/30/2006,0,87,Stephen Tobolowsky's Birthday Party,6.7,3
0,,,0.37,,,1/1/1974,0,90,The Wonderful Crook,5.2,3
0,,,2.46,,,4/14/2004,0,95,sh Truck,6.4,29
4000000,,,1.19,,,10/7/2006,0,100,The Conclave,6.5,4
0,,,0.17,,,3/11/2011,0,90,Making the Boys,0,1
0,,,2.12,,,5/20/2013,0,100,Seduced and Abandoned,6.7,15
0,,,1.65,,,6/19/2011,0,87,Absent,6.6,19
0,,,1.27,,,10/11/2013,0,92,The Institute,5.8,12
0,,,1.71,,,3/9/2012,0,92,Dreamworld,5.9,8
0,,,1.15,,,1/19/2007,0,90,Chasing Ghosts: Beyond the Arde,6.7,16
250000,,,0.07,,,1/1/1987,0,91,Chillers,3.5,2
0,,,0.53,,,5/18/2013,0,93,For Those in Peril,5.9,5
12000000,,,6.93,,,11/1/2013,100129872,98,Philomena,7.4,588
0,,,16.37,,,11/8/2013,76586316,131,The Book Thief,7.4,1528
17000000,,,6.1,,,11/15/2013,71625195,123,The Best Man Holiday,6.7,110
3200000,,,1.02,,,10/10/2009,0,95,Chigo Overcoat,6.1,5
2159280,,,8.65,,,10/25/2013,15298355,80,Ida,7.1,262
0,,,0.52,,,12/24/2012,0,100,Metal Brothers,4.5,10
0,,,0.04,,,1/1/1953,0,97,The Tiger from Tjampa,5,1
0,,,0,,,1/1/1956,0,91,The Curse of the Oily Maniac,0,0
0,,,0,,,1/1/1953,0,151,Parineeta,0,0
0,,,2.41,,,10/19/2013,0,7,Aningaaq,7.1,33
0,,,0.14,,,5/5/2024,0,44,The White Shadow,10,1
0,,,4.96,,,12/12/2009,53000000,114,One Piece Film Strong World,7.4,68
0,,,3.75,,,12/15/2012,0,108,One Piece Film Z,7.2,83
0,,,0.72,,,3/10/2010,0,93,ught Inside,5.8,4
0,,,0.15,,,11/13/1957,0,103,All Mine to Give,5.9,4
0,,,0.77,,,1/1/1990,0,86,China O'Brien,6.5,13
130000000,,,25.31,,,11/15/2013,847423452,146,The Hunger Games: tching Fire,7.4,6656
250000000,,,20.64,,,12/11/2013,958400000,161,The Hobbit: The Desolation of Smaug,7.6,4633
175000000,,,14.89,,,12/6/2013,150962475,119,47 Ronin,5.9,1357
0,,,0.24,,,1/1/1973,0,90,The Srlet Letter,6,3
0,,,0.78,,,2/6/2013,0,91,The Girl from Nowhere,6.2,6
0,,,0.79,,,12/20/1952,0,80,The Magic Voyage of Sinbad,4.5,6
0,,,4.58,,,8/23/2010,0,106,The Chameleon,4.8,17
0,,,0.72,,,1/1/2007,0,96,The Enemies of Reason,7.5,12
0,,,0.59,,,4/18/1994,0,115,World War II: When Lions Roared,0,0
0,,,5.77,,,2/27/2013,0,100,The Dyatlov Pass Incident,5.7,177
0,,,0.55,,,4/9/1974,0,30,"It's the Easter Beagle, Charlie Brown",4.9,6
0,,,0.08,,,1/9/2009,0,0,Vali,7.5,2
0,,,0.15,,,1/1/2009,0,52,On Modern Servitude,9,2
0,,,0.76,,,12/12/2010,0,58,WikiRebels: The Documentary,7,12
125000,,,0.52,,,9/8/1960,0,75,Beyond the Time Barrier,6,6
0,,,1.11,,,9/1/1961,0,71,The Flight That Disappeared,4.8,5
0,,,0.98,,,1/22/1943,0,81,The Crystal Ball,6,1
0,,,1.1,,,12/16/1968,0,105,Flesh,7,6
26000000,,,13.55,,,10/10/2013,51164106,105,Delivery Man,6.2,561
0,,,9.61,,,2/9/2013,11650,108,Charlie Countryman,6.4,267
0,,,0.04,,,3/27/1992,0,117,Back to the USSR,5,1
0,,,2.01,,,2/8/2008,0,84,Bad Biology,4.7,45
6218100,,,11.11,,,11/1/2013,0,152,Krrish 3,5.8,42
0,,,0,,,8/15/1974,0,99,Once Upon a Scoundrel,0,0
0,,,0.3,,,1/1/1966,0,40,Emotion,6.6,8
0,,,0.71,,,9/20/2013,0,82,Tales from the Organ Trade,6.8,4
0,,,0.19,,,9/15/1942,0,0,Bells of pistrano,0,0
0,,,1.27,,,5/1/1948,0,87,Berlin Express,5.6,17
135000,,,5.62,,,1/7/2013,0,90,Hansel & Gretel,4.7,84
