budget,Genre,Language,popularity,release_date,revenue,runtime,title,vote_average,vote_count
27000000,Horror,English,30.13,11/13/1987,38122105,101,The Running Man,6.4,703
25000000,Action,English,12.11,12/19/1986,38748395,94,Little Shop of Horrors,6.6,384
30000000,Action,English,31.19,4/7/2011,63782078,111,Hanna,6.5,1263
30000000,Comedy,English,11.92,11/21/1997,51376861,95,Mortal Kombat: Annihilation,3.8,221
30000000,Drama,English,20.36,6/30/2011,36160375,98,Larry Crowne,5.7,359
30000000,Music,English,63.85,10/16/2013,82394288,100,Carrie,5.8,1463
30000000,Action,English,9,3/17/2006,34742066,108,Take the Lead,6.6,162
30000000,Action,English,9.28,9/15/2006,41480851,125,Gridiron Gang,6.5,206
45000000,Action,English,7.19,5/31/2001,0,94,What's the Worst That Could Happen?,5.1,66
30000000,Thriller,English,55.81,8/19/2009,48428063,79,9,6.6,1262
30000000,Animation,English,48.24,2/7/2013,63372757,106,Side Effects,6.4,1323
30000000,Comedy,English,19.14,4/13/2011,14460000,63,Winnie the Pooh,6.8,258
19000000,Comedy,English,15.68,6/13/2003,39267515,85,Dumb and Dumberer: When Harry Met Lloyd,4.1,210
30000000,Action,English,4.52,5/15/1998,29202884,108,Bulworth,6.3,66
30000000,Thriller,English,5.3,8/4/1995,24048000,106,Virtuosity,5.4,163
30000000,Action,English,29.36,7/1/2014,0,118,Deliver Us from Evil,5.9,690
30000000,Comedy,English,20.06,2/3/2011,108609310,108,Sanctum,5.8,339
35000000,Comedy,English,6.25,8/6/2004,22034832,111,Little Black Book,5.2,112
30000000,Comedy,English,27.71,4/27/2012,53909751,124,The Five-Year Engagement,5.7,457
30000000,Romance,English,2.85,6/15/2004,21800302,104,Mr. 3000,5,66
30000000,Science,English,34.42,11/18/2010,51148651,133,The Next Three Days,6.9,905
30000000,Thriller,English,15.9,3/3/2006,31070211,87,Ultraviolet,4.8,458
30000000,Action,English,18.71,1/19/2005,35294470,109,Assault on Precinct 13,6,311
30000000,Action,English,9.61,2/6/1998,19204929,87,The Replacement Killers,6,127
25000000,Drama,English,2.77,7/19/1996,17193231,98,Fled,5.2,47
30000000,Crime,English,20.24,11/22/2010,102820008,112,Love & Other Drugs,6.6,1233
30000000,Drama,English,16.88,2/14/2007,16930884,108,88 Minutes,5.7,313
35000000,Comedy,English,12.78,2/12/2005,25224242,126,North Country,6.8,125
40000000,Horror,English,14.73,4/7/2004,26155781,98,The Whole Ten Yards,5.5,278
26000000,Comedy,English,23.23,10/6/2009,0,104,Splice,5.5,671
37000000,Thriller,English,11.37,8/1/1986,37962774,110,Howard the Duck,5.1,221
30000000,Action,English,10.7,9/9/2008,31148328,130,Pride and Glory,6.3,240
30000000,Comedy,English,10.76,8/25/2005,15007991,97,The Cave,5.1,202
30000000,Drama,English,4.35,6/16/2003,15368897,96,Alex & Emma,5,68
30000000,Horror,English,9.3,9/3/2004,13001257,114,Wicker Park,6.7,157
17000000,Drama,English,18.27,8/18/2011,24922237,106,Fright Night,6,603
30000000,Action,English,19.11,12/25/2005,30536013,135,The New World,6.4,330
30000000,Action,English,5.26,3/11/1999,0,100,Wing Commander,4,72
100000000,Action,English,21.68,4/1/2009,0,85,Dragonball Evolution,2.9,462
30000000,Drama,English,43.88,1/12/2013,0,107,The Last Stand,5.7,1266
25000000,Comedy,English,12.1,4/30/2004,30114487,102,Godsend,4.7,114
23000000,Comedy,English,3.36,1/9/2004,12,111,Chasing Liberty,6.1,152
30000000,Drama,English,10.69,4/29/2011,13521829,86,Hoodwinked Too! Hood VS. Evil,4.8,131
30000000,Adventure,English,6.35,9/9/2005,18618284,108,An Unfinished Life,6.7,161
30000000,Comedy,English,37.18,10/1/2009,64352607,123,The Imaginarium of Doctor Parnassus,6.3,869
30000000,Crime,English,4.95,10/26/2010,8454301,134,Barney's Version,7.2,129
30000000,Action,English,22.98,9/24/2013,62616646,91,Runner Runner,5.5,543
30000000,War,English,8.36,1/12/2001,18195610,108,Antitrust,5.8,153
18000000,Drama,English,16.1,12/15/1989,26828365,122,Glory,7.4,383
30000000,Drama,English,49.34,2/16/1984,0,229,Once Upon a Time in America,8.2,1069
30000000,Adventure,English,8.39,12/3/2006,35078241,92,Miss Potter,6.3,141
21000000,Action,English,12.79,9/7/2006,480314,87,DOA: Dead or Alive,5,205
30000000,Adventure,English,35.53,9/2/2007,14711793,160,The Assassination of Jesse James by the Coward Robert Ford,7,776
30000000,Thriller,Chinese,4.07,7/3/2011,108348,125,1911,5,41
30000000,Action,English,48.03,1/14/2015,0,92,Wild Card,5.4,656
30000000,History,English,13.27,9/23/2011,2527904,129,Machine Gun Preacher,6.4,286
30000000,Drama,English,12.26,2/11/2007,0,140,Goodbye Bafana,7,38
27000000,Romance,English,6.04,6/19/2014,0,110,United Passions,3,16
30000000,Fantasy,English,10.96,5/14/2014,0,103,Grace of Monaco,5.8,195
30000000,Crime,Russian,2.63,11/12/2015,0,85,Savva. Heart of the Warrior,6.4,7
30000000,Adventure,English,2.98,9/2/2002,0,110,Ripley's Game,6.6,69
19000000,Comedy,English,66.24,7/11/2016,140752617,83,Sausage Party,5.6,2238
29000000,Drama,English,71.5,5/7/2015,287506194,115,Pitch Perfect 2,6.8,1940
28000000,Comedy,English,35.58,9/13/2005,186438883,136,Walk the Line,7.3,718
30000000,Adventure,English,8.09,4/14/2000,37036004,127,Keeping the Faith,5.9,159
29000000,Comedy,English,10.36,12/5/1997,0,86,The Borrowers,5.8,135
30000000,Comedy,English,18.17,12/30/2002,33013805,113,Confessions of a Dangerous Mind,6.6,275
29000000,Comedy,English,8.94,8/20/2002,16930185,100,Serving Sara,5,85
29000000,Drama,English,20.56,4/7/2016,78636257,91,The Boss,5.5,431
12000000,Drama,English,12.65,11/11/2004,24829644,87,Seed of Chucky,4.9,287
29000000,Animation,English,24.24,3/4/2005,21126225,103,The Jacket,6.8,455
28000000,Drama,English,92.98,11/25/1992,504050219,90,Aladdin,7.4,3416
28000000,Adventure,English,61.76,8/13/2015,201634991,147,Straight Outta Compton,7.7,1355
28000000,Animation,English,66.98,5/23/1984,333000000,118,Indiana Jones and the Temple of Doom,7.1,2781
30000000,Crime,English,7.98,11/20/1998,100491683,79,The Rugrats Movie,5.7,147
60000000,Comedy,English,21.25,4/6/2001,105178561,104,Along Came a Spider,6.1,400
29000000,Action,English,19.24,5/6/2016,48902953,110,Florence Foster Jenkins,6.6,392
29000000,Action,English,27.56,9/11/2003,98185582,102,Once Upon a Time in Mexico,6.2,594
28000000,Comedy,English,66.17,7/15/1988,140767956,131,Die Hard,7.5,3948
28000000,Comedy,English,24.92,2/3/2008,92380927,99,Role Models,6.4,564
28000000,Drama,English,57.52,12/11/2015,133346506,130,The Big Short,7.3,2607
28000000,Fantasy,English,7.53,2/6/2004,64445708,135,Miracle,7,159
28000000,Comedy,English,44.53,3/19/2004,102356381,101,Dawn of the Dead,6.8,1016
35000000,Animation,English,14.95,1/26/2001,94728529,103,The Wedding Planner,5.5,427
30000000,Comedy,Japanese,14.73,9/7/2013,17137302,115,Space Pirate Captain Harlock,6.5,356
21000000,Mystery,English,24.13,10/5/2001,71441250,110,The Royal Tenenbaums,7.4,1286
30000000,Comedy,English,45.92,4/25/2003,90259536,90,Identity,7.1,1061
28000000,Adventure,English,28.04,10/31/2013,134402450,105,Last Vegas,6.4,799
28000000,Comedy,English,26.09,6/23/1981,195312802,127,For Your Eyes Only,6.3,490
28000000,Thriller,English,14.53,10/5/2001,77516304,90,Serendipity,6.6,521
27000000,Comedy,English,13.31,9/15/1994,101646581,99,Timecop,5.5,282
28000000,Romance,English,38.1,9/28/2001,60780981,89,Zoolander,6.1,1337
28000000,Comedy,English,37.73,2/7/2013,97594140,115,Safe Haven,6.9,823
28000000,Comedy,English,18.65,7/16/1993,39514713,96,Hocus Pocus,6.4,471
28000000,Action,English,15.79,7/25/2007,92601050,104,No Reservations,6.1,327
28000000,Action,English,45.05,3/22/2010,96188903,117,Kick-Ass,7.1,4645
28000000,Thriller,English,25.04,8/11/2011,40547440,83,30 Minutes or Less,5.6,531
28000000,Family,English,6.76,12/22/2000,33000337,99,Dracula 2000,4.6,148
28000000,Drama,English,22.15,10/8/2014,100654149,81,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493
28000000,Science,English,36.58,9/16/2005,121147947,135,Pride & Prejudice,7.7,1358
28000000,Adventure,English,94.06,6/25/1982,33139618,117,Blade Runner,7.9,3509
28000000,Action,English,10.7,4/13/1995,31596911,139,Rob Roy,6.5,148
28000000,Drama,English,41.64,2/14/2014,52597999,113,3 Days to Kill,6,883
21000000,Documentary,English,14.52,5/25/2007,54926886,117,We Own the Night,6.5,323
35866397,Comedy,French,3.75,12/12/2001,20217080,98,Winged Migration,7,49
28000000,Drama,English,22.07,5/12/2006,38159905,103,Just My Luck,5.8,491
28000000,Action,English,4.44,10/1/1999,8888143,119,"Mystery, Alaska",6,69
28000000,Adventure,English,14.64,1/15/2010,45236543,94,The Spy Next Door,5.5,345
28000000,Action,English,1.77,7/11/1997,8345056,86,A Simple Wish,5.5,46
28000000,Comedy,English,13.15,8/24/2001,14010832,98,Ghosts of Mars,4.8,296
28000000,Romance,English,12.92,9/11/2015,7002261,108,Our Brand Is Crisis,5.8,195
28000000,Drama,English,28.4,2/4/2016,16374328,108,Pride and Prejudice and Zombies,5.5,640
28000000,Comedy,English,7.04,12/25/1997,5684789,134,Kundun,6.8,91
27000000,Action,English,16.79,10/2/2008,17286299,110,How to Lose Friends & Alienate People,6.2,244
28000000,Action,English,40.29,7/17/2013,60700000,103,Kick-Ass 2,6.3,2224
24000000,Action,Spanish,6.01,9/1/2006,23321954,145,Alatriste,5.6,61
28000000,Adventure,English,25.52,4/22/2014,68896829,90,Brick Mansions,5.7,615
27500000,Comedy,English,25.63,6/5/1983,187500000,131,Octopussy,6.2,527
30000000,Drama,English,22.53,6/1/2007,219076518,129,Knocked Up,6.2,1214
30000000,Comedy,English,24.09,6/26/2009,95714875,109,My Sister's Keeper,7.1,598
35000000,Drama,English,6.25,2/8/2008,43650785,114,Welcome Home Roscoe Jenkins,5.7,57
8000000,Drama,English,9.55,12/14/1984,27187653,163,A Passage to India,6.9,67
15000000,Drama,English,12.58,12/25/2006,49469904,92,Notes on a Scandal,6.9,235
27500000,Science,English,12.74,9/7/2007,24748670,120,Rendition,6.2,205
27000000,Comedy,English,16.19,12/5/1991,96900000,113,Star Trek VI: The Undiscovered Country,6.7,413
27000000,Drama,English,5.58,6/7/2002,0,116,Divine Secrets of the Ya-Ya Sisterhood,5.6,65
27000000,Music,English,18.91,10/3/1997,60527873,115,Kiss the Girls,6.2,345
27000000,Adventure,English,44.71,6/17/1980,115229890,133,The Blues Brothers,7.5,1065
27000000,Drama,English,11.87,8/6/2008,44352417,117,The Sisterhood of the Traveling Pants 2,6,238
27000000,Horror,English,28.23,4/26/2002,129000000,101,About a Boy,6.6,607
27000000,Drama,English,11.68,7/15/1999,56870414,82,Lake Placid,5.5,247
27000000,Drama,English,36.92,2/24/2006,56308881,110,Lucky Number Slevin,7.4,1323
27000000,Drama,English,17.57,10/20/1983,21500000,193,The Right Stuff,7.3,235
30000000,Drama,English,16.7,10/21/2011,15395087,130,Anonymous,6.3,288
27000000,Mystery,English,47.86,4/5/1984,20158808,102,The NeverEnding Story,7,1002
27000000,Adventure,English,39.32,2/27/1998,27200316,100,Dark City,7.2,828
25000000,Crime,English,5.65,6/21/1985,11137801,109,Return to Oz,6.7,120
27000000,Horror,English,3.12,3/26/1998,76000000,113,The Newton Boys,5.9,44
27000000,Crime,English,23.92,8/13/2009,29000000,109,Case 39,6.1,563
27000000,Family,English,8.72,8/27/2004,13000000,99,Suspect Zero,5.5,98
27000000,Thriller,English,14.79,8/18/2011,85564310,89,Spy Kids: All the Time in the World,4.4,222
27000000,Mystery,English,38.28,5/12/2016,93282604,98,Money Monster,6.5,1068
27000000,Comedy,English,17.19,5/7/2004,21148829,106,Mindhunters,6.3,333
25000000,Action,English,8.32,10/17/2008,6673422,104,What Just Happened,5.2,127
26000000,Comedy,English,31.25,1/15/2009,183293131,91,Paul Blart: Mall Cop,5.2,788
26000000,Comedy,English,24.35,8/3/2003,110230332,97,Freaky Friday,6,879
26000000,Romance,English,38.47,8/11/2005,109449237,116,The 40 Year Old Virgin,6.2,1983
25000000,Crime,English,31.79,12/11/1998,289317794,122,Shakespeare in Love,6.8,796
28000000,Comedy,English,61.31,9/18/2014,53181600,113,A Walk Among the Tombstones,6.2,1131
15000000,Action,English,5.41,12/21/1990,201957688,111,Kindergarten Cop,5.8,628
27000000,Drama,English,41.83,8/6/2008,101624843,111,Pineapple Express,6.6,1148
26000000,Western,English,21.99,7/31/1998,65705772,121,Ever After: A Cinderella Story,6.8,399
22000000,Drama,English,19.07,8/29/2003,68296293,139,Open Range,7,262
26000000,Drama,English,24.11,8/9/1990,61489265,115,Flatliners,6.3,404
22000000,Horror,English,20.26,6/15/1977,50750000,175,A Bridge Too Far,6.9,207
26000000,Horror,English,8.8,8/4/2005,57891803,85,Red Eye,6.2,455
26000000,Action,English,37.36,1/31/2003,90426405,90,Final Destination 2,5.9,1023
26000000,Horror,English,39.74,8/30/2000,71868327,106,"O Brother, Where Art Thou?",7.3,1112
26000000,Thriller,English,30.98,1/21/2010,67918658,100,Legion,5.2,629
25000000,Adventure,English,31.89,4/18/2013,86175291,130,Pain & Gain,6.1,1573
26000000,Action,English,5.89,3/17/2002,38793283,94,Clockstoppers,4.9,89
26000000,Drama,English,10.98,7/10/1985,0,127,Silverado,7.1,146
26000000,Comedy,English,22.08,1/27/2009,43318349,104,Brothers,6.8,633
26000000,Comedy,English,10.93,12/3/2004,28818995,100,Agent Cody Banks 2: Destination London,5.2,144
56000000,Drama,English,21.22,12/8/2011,142044638,118,New Year's Eve,5.7,718
42000000,Crime,English,14.83,8/3/2001,35402320,118,Original Sin,5.8,198
26000000,Comedy,English,22.52,3/9/2012,29657751,111,The Raven,6.1,426
30000000,Action,English,3.31,2/24/2004,14000000,110,Welcome to Mooseport,4.8,54
26000000,Crime,English,7.96,11/29/1994,36800000,99,Highlander: The Final Dimension,4.5,110
26000000,Fantasy,English,1.49,10/3/1996,0,101,Blood and Wine,5.5,34
26000000,Romance,English,4.81,7/18/1997,0,100,Snow White: A Tale of Terror,6,62
26000000,Adventure,English,5.64,2/10/2015,0,100,Accidental Love,3.9,95
25530000,Science,English,4.48,5/17/1996,20080020,95,Flipper,5.3,84
26000000,Drama,English,66.1,7/10/2015,30523226,116,Self/less,6.3,1091
25000000,Drama,English,20.68,8/31/2005,82466670,129,The Constant Gardener,6.8,417
30000000,Comedy,English,38.17,2/25/2004,611899420,127,The Passion of the Christ,6.9,864
25000000,Drama,English,30.88,11/24/1993,441286195,125,Mrs. Doubtfire,7,1591
25000000,Drama,English,49.51,12/11/1988,412800000,133,Rain Man,7.6,1709
33000000,Drama,English,50.75,12/9/2008,269958228,116,Gran Torino,7.8,3086
25100000,Action,English,10.45,10/17/2008,29506464,131,W.,6.1,143
25000000,Drama,English,80.88,2/18/2008,226830568,93,Taken,7.2,4369
26000000,Thriller,English,33.94,10/16/2014,35926213,117,The Best of Me,7.2,765
25000000,Drama,English,26.58,11/25/1992,411006740,129,The Bodyguard,6.1,661
22000000,Drama,English,104.47,11/29/1993,321365567,195,Schindler's List,8.3,4329
25000000,Drama,English,42.19,8/9/2011,124272124,146,The Help,7.8,1910
28000000,Thriller,English,20.27,10/11/2013,8555008,128,The Fifth Estate,5.7,364
26000000,Horror,Russian,7.18,1/30/2014,0,127,Forbidden Kingdom,4.9,71
30000000,Action,English,26.7,8/15/2003,114908830,97,Freddy vs. Jason,5.8,594
25000000,Action,English,12.74,12/21/2001,80936232,83,Jimmy Neutron: Boy Genius,5.6,231
25000000,Science,English,46.94,1/15/2008,170764026,85,Cloverfield,6.4,2251
25000000,Crime,English,15.51,3/22/1991,78000000,88,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286
25000000,Crime,English,38.27,6/2/1987,76270454,119,The Untouchables,7.6,1384
25000000,Action,English,53.65,11/8/2007,171600000,122,No Country for Old Men,7.7,3003
25000000,Comedy,English,28.47,1/7/2014,153997819,99,Ride Along,6.1,853
25000000,Comedy,English,35.31,4/13/2001,281929795,97,Bridget Jones's Diary,6.5,1356
25000000,Comedy,English,28.73,12/14/2000,152500343,121,Chocolat,6.8,951
45000000,Comedy,English,4.34,7/2/2003,124914842,95,"Legally Blonde 2: Red, White & Blonde",5.1,377
25000000,Comedy,English,14.6,12/25/2012,119772232,104,Parental Guidance,5.7,210
25000000,Action,English,38.69,1/21/2011,147780440,107,No Strings Attached,6.1,1331
25000000,Action,English,30.54,12/25/1993,56505065,130,Tombstone,7.4,626
25000000,Horror,English,19.75,3/20/2000,91036760,115,Romeo Must Die,6,330
25000000,Drama,English,31.64,2/10/2006,117719158,93,Final Destination 3,5.8,974
25000000,Adventure,English,26.81,4/19/2012,99357138,101,The Lucky One,6.8,946
60000000,Drama,English,40.65,2/16/2007,137587063,96,Bridge to Terabithia,7,1113
25000000,Action,English,34.16,10/17/2004,116766556,106,Finding Neverland,7.2,1223
25000000,Horror,English,48.55,1/26/2012,77278331,117,The Grey,6.4,1451
25000000,Comedy,English,18.23,1/27/2005,122644820,101,Hide and Seek,6.1,440
26000000,Drama,English,29.34,7/9/2004,90574188,94,Anchorman: The Legend of Ron Burgundy,6.7,1493
25000000,Action,English,63.65,9/12/1990,46836394,145,GoodFellas,8.2,3128
28000000,Fantasy,English,11.86,3/14/2003,58795814,102,Agent Cody Banks,5,284
25000000,Action,English,24.36,10/21/2005,122489822,97,Nanny McPhee,6.4,711
25000000,Action,English,70.11,12/8/1983,65884703,170,Scarface,8,2948
25000000,Drama,English,8.62,7/18/1997,0,97,Nothing to Lose,6.3,174
23000000,Thriller,English,21.19,10/21/1987,43984230,163,The Last Emperor,7.4,355
25000000,Drama,English,31.36,1/12/2012,63100000,109,Contraband,6.1,770
25000000,Animation,English,37.82,12/28/2007,77208711,158,There Will Be Blood,7.9,1537
35000000,Action,English,5.78,12/20/2002,0,85,The Wild Thornberrys Movie,5.8,44
25000000,Drama,English,6.09,5/31/2002,41604473,86,Undercover Brother,5.5,112
25000000,Action,English,17.17,6/1/2005,39053061,119,The Sisterhood of the Traveling Pants,6.3,386
25000000,Romance,English,16.94,7/6/2001,64437847,98,Kiss of the Dragon,6.4,298
25000000,Comedy,English,25.84,8/22/2008,70442940,97,The House Bunny,5.6,529
25000000,Drama,English,5.63,6/2/2005,36351350,105,Beauty Shop,5.4,115
25000000,Drama,English,17.31,5/9/2014,38307627,124,Million Dollar Arm,6.6,259
25000000,Horror,English,53.81,8/11/2014,66980456,94,The Giver,6.4,1798
17000000,Comedy,English,19.05,8/8/2003,63102666,104,Jeepers Creepers 2,5.5,299
25000000,Action,English,21.73,9/21/2007,59192128,101,Good Luck Chuck,5.5,444
25000000,Drama,English,12.84,2/28/2003,56489558,101,Cradle 2 the Grave,5.8,236
25000000,Comedy,English,20.95,12/27/2002,41597830,114,The Hours,7,451
20000000,Family,English,10.81,3/17/2006,33889159,105,She's the Man,6.4,671
25000000,Adventure,English,27.68,3/22/2007,229736344,90,Mr. Bean's Holiday,6.1,663
20000000,Thriller,English,9.86,8/26/2004,70992898,97,Anacondas: The Hunt for the Blood Orchid,4.9,199
25500000,Drama,English,12.76,8/22/2013,2415472,128,Blood Ties,6,171
25000000,Drama,English,29.53,11/21/2007,66122026,114,August Rush,7.1,797
30000000,Horror,English,14.18,9/13/1998,82150642,124,Elizabeth,7.1,334
25000000,History,English,14.34,10/16/1998,50671850,89,Bride of Chucky,5.5,350
25485000,Adventure,English,9.8,1/26/1970,29548291,144,Tora! Tora! Tora!,6.9,147
25000000,Comedy,English,6.89,12/19/1997,100000000,93,Spice World,4.7,123
25000000,Drama,English,19.43,12/9/2011,34942188,81,The Sitter,5.4,325
25000000,Adventure,English,136.75,9/23/1994,28341469,142,The Shawshank Redemption,8.5,8205
21150000,Comedy,English,6.08,4/12/2001,39438674,92,Crocodile Dundee in Los Angeles,4.7,146
27000000,Thriller,English,17.33,7/4/1996,25023434,113,Kingpin,6.7,244
25000000,Comedy,English,22.62,12/25/2014,39171130,111,The Gambler,5.7,543
25000000,Drama,English,20.56,12/26/2013,74188937,121,August: Osage County,6.9,483
25000000,Comedy,English,13.29,3/17/2005,27645491,98,Ice Princess,5.9,185
30000000,Comedy,English,19.21,4/22/2005,42886719,107,A Lot Like Love,6.5,318
23000000,Drama,English,29.37,2/26/2016,46152800,106,Eddie the Eagle,7.2,661
25000000,Romance,English,10.23,5/1/1998,21567853,136,He Got Game,6.7,134
25000000,Drama,English,8.87,10/1/1994,22200000,97,Don Juan DeMarco,6.2,183
25000000,Action,English,19.4,2/4/2010,114977104,115,Dear John,6.6,1262
25000000,Fantasy,English,24.9,4/23/2010,23580000,97,The Losers,6.2,515
25000000,Action,English,14.56,11/6/2010,36993168,99,Don't Be Afraid of the Dark,5.4,341
25000000,Comedy,English,18.9,8/24/2007,40452643,103,War,6,414
25000000,Comedy,English,15.96,10/25/2002,17000000,95,Punch-Drunk Love,6.9,530
25000000,Crime,English,25.85,2/20/2004,20796847,93,EuroTrip,6.5,656
13000000,Comedy,English,6.34,11/15/2002,0,98,Half Past Dead,4.6,82
26000000,Drama,English,10.01,12/8/2006,0,90,Unaccompanied Minors,5.4,66
25000000,Thriller,English,7.54,9/30/2005,15431177,120,The Greatest Game Ever Played,6.9,110
30000000,Drama,English,21.61,9/17/2009,33333531,115,The Box,5.4,597
8000000,Comedy,English,13.72,4/2/2008,0,91,The Ruins,5.6,265
25000000,Drama,English,3.71,3/3/2000,24362772,108,The Next Best Thing,4.3,29
25000000,Comedy,English,7,10/8/2010,19829957,107,My Soul to Take,5.2,147
25000000,Action,English,39.78,4/9/2004,30411183,108,The Girl Next Door,6.3,824
25000000,Crime,English,10.12,9/13/1996,51702483,100,Maximum Risk,5.2,101
25000000,Horror,English,32.85,9/9/2015,42972994,131,Legend,6.7,973
28000000,Drama,English,8.36,9/2/2011,10126458,91,Shark Night,4.9,132
25000000,Fantasy,English,14.17,4/11/2014,28831145,109,Draft Day,6.5,304
25000000,Crime,English,12.18,6/20/1985,0,116,Lifeforce,6.2,135
25000000,Drama,English,9.17,9/10/2010,15478800,122,The Conspirator,6.2,137
25000000,Drama,English,8.13,6/3/2005,13411957,107,Lords of Dogtown,7,210
25000000,Action,English,10.7,8/6/2015,24902723,120,The 33,6,378
25000000,Action,English,29.8,5/30/1986,11000000,99,Big Trouble in Little China,7.1,705
25000000,Drama,English,51.92,9/9/2011,23057115,140,Warrior,7.7,1272
28000000,Drama,English,8.31,10/25/1996,16900000,132,Michael Collins,6.7,97
25000000,Drama,English,4,3/28/2008,11207130,113,Stop-Loss,6.1,82
25000000,Drama,English,3.89,10/14/2002,10719357,99,Abandon,4.6,45
25000000,Horror,English,7.3,8/13/1999,13000000,100,Brokedown Palace,6.2,111
14000000,Comedy,English,21.68,8/30/2012,85446075,92,The Possession,5.8,498
25000000,Drama,English,7.95,4/19/1996,10070000,105,Mrs. Winterbourne,5.3,25
25000000,Comedy,English,7.47,9/16/2011,10324441,110,Straw Dogs,5.5,144
25000000,Adventure,English,5.07,10/14/2006,11772461,116,The Hoax,6.4,60
32000000,Action,English,41.08,11/25/2009,27635305,111,The Road,6.8,1087
25000000,Comedy,English,4.02,8/17/1984,5778353,117,Sheena,5,22
25000000,Drama,English,2.91,3/12/2001,0,95,Say It Isn't So,4.8,47
25000000,Action,English,8.45,10/12/2005,0,127,The World's Fastest Indian,7.3,166
25000000,Drama,English,8.19,3/31/1995,4064495,98,Tank Girl,5.5,138
25000000,Adventure,English,17.6,5/14/2008,19844979,121,Blindness,6.4,387
25000000,Comedy,English,7.01,10/22/2005,2405420,95,BloodRayne,3.5,118
25000000,Drama,English,20.01,9/16/2011,27603069,80,Carnage,7,738
25000000,Drama,English,4.05,10/7/2005,0,107,Where the Truth Lies,5.9,66
25000000,Comedy,English,3.85,9/11/1998,777423,117,Without Limits,6.2,19
25000000,Drama,English,3.59,11/25/2009,2336172,114,Me and Orson Welles,6.6,49
13500000,Drama,English,30.06,1/1/2013,19255873,124,The Best Offer,7.7,704
25000000,Comedy,English,17.34,9/11/2009,10589102,122,The Bad Lieutenant: Port of Call - New Orleans,6,326
25000000,Family,French,15.28,10/20/2010,48531470,154,Little White Lies,7.1,380
25000000,Thriller,Russian,5.75,3/18/2010,6500000,85,Space Dogs,6.3,10
25000000,Romance,English,35.02,10/25/2013,71009334,117,The Counselor,5,712
25000000,History,English,12.32,3/3/2011,0,121,Ironclad,6.2,227
25000000,Crime,English,1.89,10/26/1970,3052000,128,Waterloo,7,31
25000000,Action,Cheyenne,6.9,10/31/2014,0,100,Kung Fu Jungle,6.5,114
25000000,Drama,English,3.34,3/12/2014,0,100,Red Sky,4.1,26
14000000,Adventure,English,14.48,12/16/1988,34670720,119,Dangerous Liaisons,7,257
25000000,Science,English,14.61,5/22/2012,8784318,137,On the Road,5.5,301
24000000,Drama,English,22.26,11/25/1986,133000000,119,Star Trek IV: The Voyage Home,6.9,477
24000000,Horror,English,30.45,12/20/2006,155721132,102,Rocky Balboa,6.5,835
24000000,Action,English,35.24,12/9/1997,172363301,120,Scream 2,6.1,840
25000000,Comedy,English,15.33,1/1/2016,1397284,98,Jane Got a Gun,5.4,285
24000000,Comedy,English,15.24,6/20/2014,70181428,105,Think Like a Man Too,6.4,225
41300000,Drama,English,23.44,2/18/2000,106371651,98,The Whole Nine Yards,6.2,531
8200000,Comedy,English,25.03,2/17/1984,80035402,107,Footloose,6.4,505
24000000,Comedy,English,24.7,2/21/2003,87055349,91,Old School,6.6,541
24000000,Horror,English,16.15,9/9/1991,41895491,137,The Fisher King,7.2,341
65000000,Romance,English,20.79,11/13/1998,40002112,100,I Still Know What You Did Last Summer,5.1,374
24000000,Comedy,English,5.77,4/7/2000,36609995,115,Return to Me,6.1,67
24000000,Comedy,English,27.33,9/18/2008,42105111,102,Zack and Miri Make a Porno,6.1,721
24000000,Comedy,English,3.57,9/8/2000,0,108,Nurse Betty,5.9,111
24000000,Drama,English,20.69,10/17/2009,68729358,93,The Men Who Stare at Goats,5.9,742
40000000,Comedy,English,10.71,12/21/1999,0,127,"Girl, Interrupted",7.6,721
17000000,Fantasy,English,7.7,1/23/2004,16980098,95,Win a Date with Tad Hamilton!,5.5,160
24000000,Adventure,English,6.59,7/14/1999,16290976,87,Muppets from Space,5.8,92
24000000,Action,English,2.75,10/24/1978,21049053,134,The Wiz,5.9,58
24000000,Comedy,English,3.11,4/7/2000,12372410,107,Ready to Rumble,4.7,49
24000000,Romance,English,5.57,12/25/1999,8434146,124,Play It to the Bone,5.7,53
24000000,Comedy,English,8.63,9/16/2011,30551495,89,I Don't Know How She Does It,5,141
24000000,Drama,English,23.34,8/20/2010,83188165,88,Piranha 3D,5.3,581
23000000,Animation,English,6.14,12/17/2004,0,118,Beyond the Sea,6.5,55
24000000,Adventure,English,2.35,3/27/1998,4562146,93,Meet the Deedles,4.1,19
28000000,Crime,English,2.44,9/23/1993,669276,72,The Thief and the Cobbler,6.8,26
24000000,Fantasy,English,26.32,11/23/2010,23081726,98,Faster,6.1,568
24000000,Comedy,Japanese,49.55,11/19/2004,234710455,119,Howl's Moving Castle,8.2,1991
23600000,Comedy,English,57.3,10/7/2009,102391382,88,Zombieland,7.2,3550
23000000,Adventure,English,23.84,11/6/1998,185991646,90,The Waterboy,5.9,512
18000000,Action,English,78.52,5/17/1980,538400000,124,The Empire Strikes Back,8.2,5879
19000000,Comedy,English,33.87,4/7/1995,141407024,118,Bad Boys,6.5,1699
